Book	Chapter	Verse	Text
Titus	1	12	Isa sa inda kaibahan nga ginakilaya ng iya mga kasimanwa sa Crete nga propeta*, ang naghambay parti sa inda, “Ang mga taga-Crete hay mga pusong, mapintas, tamad kag makagod.”
Titus	1	13	Ini nga pamatuod hay masasaligan. Nganì kahinangyan hambayan gid sinda, basì sa tiyad ini nga paagi ang inda pagtuo hay maging tamà kag magakusog.
Titus	1	14	Agud indì ninda panginanuhon ang mga isto-istorya ng mga Judio kag ang mga kasuguan nga human-human lang ng mga tawo nga nagtalikod na sa kamatuuran.
Titus	1	15	Tanan nga butang hay malimpyo sa mga tawo nga malimpyo ang tagipusuon. Pero wayà ning malimpyo sa mga tawo nga mahigkò kag wayà nagatuo kay ang inda isip kag konsensya hay mahigkò.
Titus	1	16	Ginahambay ninda nga kilaya ninda ang Dios, pero indì ini makità sa inda mga ginahuman. Sinda hay makauugot kag matugas ang uyo, nganì indì ninda kaya maghuman ning aber ano nga maayo.
Titus	2	1	Pero ikaw, Tito, kahinangyan ihambay mo ang tamà kag maayo nga pagpanudlò.
Titus	2	2	Laygayan mo ang maguyang nga mga lyaki nga magpugong sa inda mga kaugalingon kag magkabuhì ning tamà para tahuron ng mga tawo. Kahinangyan makusog ang inda pagtuo. Dapat sinda mahigugmaon kag matiniison.
Titus	2	3	Imaw da ang maguyang nga mga babayi, tudluan mo sinda nga kahinangyan magkabuhì sunò sa kabubut-on ng Dios. Indì sinda magpinanglibak, bukon sinda manginginom, kundì magtudlò sa iban kung ano ang maayo,
Titus	2	4	agud matudluan da ninda ang mga batà nga babayi kung pauno higugmaon ang inda asawa kag mga ungà,
Titus	2	5	kag kung pauno magkabuhì ning tamà, pauno maging malimpyo ang tagipusuon, mahugod sa bayay, mabuot sa isigkatawo kag masinundanon sa inda asawa. Kung ipangabuhì ninda ini nga mga batasan, wayà ning malain nga maihambay kontra sa hambay ng Dios nga aton ginatudlò.
Titus	2	6	Laygayan mo da ang mga batà nga lyaki, tudluan mo kung pauno magkabuhì ning tamà.
Titus	2	7	Ikaw, maging maayo ka nga ihimplo sa inda, parti sa tanan nga imo ginahuman. Kahinangyan ginakabuhì mo ang imo ginatudlò kag ginataw-an mo ini ning importansya.
Titus	2	8	Siguraduhon mo gid nga tamà permi ang imo ginatudlò kag wayà ning salà nga makikità sa aton agud mapahuyà ang mga nagakontra kay wayà gid sinda ning maihambay nga malain sa aton.
Titus	2	9	Ang mga ulipon naman hay dapat gid magsunod sa tanan nga ginasugò ng inda amo agud malipay sinda. Kag indì sinda dapat magsinabat,
Titus	2	10	indì sinda dapat magpangupit, kundì ipakità ninda nga sinda hay mapipiyahan kag maayo, para makità ng mga tawo nga kaayo ang aton ginatudlò parti sa Dios nga aton Manluluwas.
Titus	2	11	Kay gingpakità ng Dios sa tanan nga tawo ang iya pagpakamaayo nga nagatao ning kaluwasan.
Titus	2	12	Kag gingtudluan kita nga magtalikod sa malain kag sa kalibutanon nga hilig. Kahinangyan nga antigo kita magkabuhì ning tamà sa ini nga kalibutan, matarong kag nagasunod sa kabubut-on ng Dios.
Titus	2	13	Imaw ini ang aton humanon, mintras ginahuyat naton ang malipayon nga adlaw nga aton ginalauman. Adto hay ang pagbalik ng aton Manluluwas nga si Hesu-Kristo, ang mahimayaon kag makagagahom nga Dios.
Titus	2	14	Gingtao niya ang iya kabuhì para sa aton, agud makaluwas kita sa tanan nga gahom ng kasal-anan kag malimpyo kita para maging kaugalingon niya nga mga tawo, nga ang gusto gid hay maghuman ning maayo.
Titus	2	15	Ini nga mga butang hay itudlò mo sa mga nagatuo, pakusuga ang inda buot, sabyawa kung kahinangyan kay igwa ka ning otoridad. Ayaw magpadaog-daog sa iban nga mga tawo.
Titus	3	1	Tito, ipadumdom mo sa mga nagatuo nga kahinangyan magpasakop kag magsunod sinda sa gobyerno kag mga pinunò. Kag dapat sinda maging alisto sa paghuman ning bisan ano nga maayo.
Titus	3	2	Dapat indì sinda magpang-insulto sa inda isigkatawo o magpang-away, kundì kahinangyan nga mabuot sinda kag maluluy-on sa tanan nga tawo.
Titus	3	3	Nang una, wayà kita makasayod sa kamatuuran kag wayà nagasunod sa Dios. Nganì gingpatayang kita ng mga tawo kag ging-ulipon ng aton malain nga mga hilig ng lawas kag ng kalibutanon nga kalipay. Nagkabuhì kita nga may malain nga panghunahunà kag pagkaili sa isigkatawo. Nahangit sinda sa aton kag nahangit da kita sa inda.
Titus	3	4	Pero nang gingpakità ng Dios nga aton Manluluwas ang iya kaayo kag paghigugmà,
Titus	3	5	gingluwas niya kita bukon paagi sa aton mga hinimuan nga matarong, kundì sa iya kaluoy. Kita hay naluwas paagi sa paglimpyo ng Espiritu Santo nga kung sa diin natawo kita liwat kag gingtaw-an ning bag-o nga kabuhì.
Titus	3	6	Abunda nga gingbubò ng Dios ang Espiritu Santo sa aton paagi kay Hesu-Kristo nga aton Manluluwas,
Titus	3	7	para kabigon kita nga matarong sa panirò ng Dios paagi sa iya pagpakamaayo. Nganì may paglaom kita nga maging miyugpanublì ng kabuhì nga wayà katapusan.
Titus	3	8	Ini nga hambayanon hay matuod. Gusto ko nga ihambay mo gid permi ini sa mga nagatuo sa Dios agud sinda hay makapaino-ino kung pauno ang paghuman ning maayo. Ini hay kaayo gid kag makakabulig sa kada isa.
Titus	3	9	Tito, likawi ang binuang nga mga diskusyon kag listahan ng mga kalulo-lulohan, mga pagdibati kag pag-inaway tungod sa kasuguan. Indì ini makakabulig sa aton pagtuo kag wayà ning puyos.
Titus	3	10	Kung may tawo dirà nga imaw ang ginahalinan ng pagkabuyag-buyag ng mga nagatuo, kahinangyan sabyawon mo siya ning isa hasta sa duha ka beses. Kag kung indì siya magpati, ayaw na magpakigkaibahan sa iya,
Titus	3	11	kay sayod mo inà nga tawo hay malain na ang batasan kag nagapinakasalà gihapon. Siya hay nahusgahan na paagi sa iya malain nga ginahuman.
Titus	3	12	Pakaraon ko dirà si Artemas o si Tykicus sa imo. Kung ang isa sa inda hay mag-abot dirà, tinguhaon mo nga magpakigkità sa akon sa Nicopolis, kay nakadesisyon na ako nga didto magtinir hasta nga matapos ang tiglalamig.
Titus	3	13	Buligan mo gid sina Apolos kag Zenas nga miyugtudlò ng Kasuguan sa inda pagbyahe agud indì sinda magkuyang sa tanan ninda nga kahinangyan.
Titus	3	14	Tudlui ang aton mga kaibahanan nga gamiton ang inda oras sa paghuman ning maayo para makabulig sinda sa mga tawo nga nagakahinangyan, agud ang inda pagkabuhì hay may puyos.
Titus	3	15	Nagapangamusta sa imo ang tanan ko nga mga kaibahanan diri. Kamusta sa mga kauturan kay Kristo dirà nga nagahigugmà sa amon. Kabay pa nga ang grasya ng Dios yarà sa indo tanan.
Titus	1	1	Ako si Pablo nga miyugserbisyo ng Dios kag apostol* ni Hesu-Kristo. Gingsugò ako sa mga gingpilì ng Dios para palig-unon ang inda pagtuo kag agud itudlò ang kamatuuran kung pauno ang pagkabuhì sa kabubut-on ng Dios.
Titus	1	2	Agud paagi diri, magkaigwa sinda ning paglaom sa kabuhì nga wayà katapusan nga gingpromisa ng Dios bago pa gingtuga ang kalibutan, kay ang Dios wayà nagapinusong.
Titus	1	3	Kag sa tamà nga tyempo, iya gingpasayod ang Maayong Balità* nga gingsalig sa akon, tapos ginawali ko sa mga tawo. Gingpilì ako para magwali sunò sa sugò ng Dios nga aton Manluluwas.
Titus	1	4	Nagapangamusta ako sa imo, Tito, ikaw nga akon ungà kay nagatuo ka da pareho sa akon. Kabay pa nga mabaton mo ang grasya* kag ang katawhayan* halin sa Dios nga Amay kag kay Kristo* Hesus nga aton Manluluwas.
Titus	1	5	Ang rason kung basì gingbilin ko ikaw dirà sa Crete, agud ang mga butang nga wayà pa matapos hay dapat imo ayuson. Kahinangyan magbutang ka ning mga miyugdumaya sa kada lugar nga may mga nagatuo, pareho ng akon mga gingsugò sa imo.
Titus	1	6	Ang imo pilion dapat wayà ning kapintasan nga makità, kag isa lang ang asawa. Ang iya mga ungà hay nagatuo sa Dios, bukon matugas ang uyo kag wayà nagapinabuang sa inda ginahuman.
Titus	1	7	Kahinangyan ang miyugdumaya ng mga nagatuo hay wayà kapintasan kay gingsaligan siya ng Dios. Dapat bukon siya hambugon, mahangiton, manginginom, mapintas kag hakog sa kwarta,
Titus	1	8	kundì madiparahon siya sa mga bisita, mahilig sa maayo, nagakabuhì ning tamà, matarong, malimpyo ang pagkabuhì, kag antigo magpugong sa kaugalingon.
Titus	1	9	Kag kahinangyan ang miyugdumaya hay makusog ang pagtuo sa kamatuuran nga gingtudlò sa iya, agud puydi da niya mapakusog ang mga nagatuo paagi sa maayo nga pagpanudlò kag maipakità niya sa mga nagakontra nga salà ang inda gingtudlò.
Titus	1	10	Ginahambay ko ini sa imo kay madamò gid nga mga tawo ang nagakontra sa kamatuuran, nga nagatudlò ning wayà puyos kag miyugpangluko, lalò na ang nagasunod sa mga ritwal ng Judio.
Titus	1	11	Kahinangyan paparahon mo ini nga mga tawo sa pagpanudlò ning bukon tamà kay nasisirà ang pagtuo ng bilog nga mga panimayay. Ang gusto ninda hay mangwarta paagi sa pagdinayà.
Titus	1	12	Isa sa inda kaibahan nga ginakilaya ng iya mga kasimanwa sa Crete nga propeta*, ang naghambay parti sa inda, “Ang mga taga-Crete hay mga pusong, mapintas, tamad kag makagod.”
Titus	1	13	Ini nga pamatuod hay masasaligan. Nganì kahinangyan hambayan gid sinda, basì sa tiyad ini nga paagi ang inda pagtuo hay maging tamà kag magakusog.
Titus	1	14	Agud indì ninda panginanuhon ang mga isto-istorya ng mga Judio kag ang mga kasuguan nga human-human lang ng mga tawo nga nagtalikod na sa kamatuuran.
Titus	1	15	Tanan nga butang hay malimpyo sa mga tawo nga malimpyo ang tagipusuon. Pero wayà ning malimpyo sa mga tawo nga mahigkò kag wayà nagatuo kay ang inda isip kag konsensya hay mahigkò.
Titus	1	16	Ginahambay ninda nga kilaya ninda ang Dios, pero indì ini makità sa inda mga ginahuman. Sinda hay makauugot kag matugas ang uyo, nganì indì ninda kaya maghuman ning aber ano nga maayo.
Titus	2	1	Pero ikaw, Tito, kahinangyan ihambay mo ang tamà kag maayo nga pagpanudlò.
Titus	2	2	Laygayan mo ang maguyang nga mga lyaki nga magpugong sa inda mga kaugalingon kag magkabuhì ning tamà para tahuron ng mga tawo. Kahinangyan makusog ang inda pagtuo. Dapat sinda mahigugmaon kag matiniison.
Titus	2	3	Imaw da ang maguyang nga mga babayi, tudluan mo sinda nga kahinangyan magkabuhì sunò sa kabubut-on ng Dios. Indì sinda magpinanglibak, bukon sinda manginginom, kundì magtudlò sa iban kung ano ang maayo,
Titus	2	4	agud matudluan da ninda ang mga batà nga babayi kung pauno higugmaon ang inda asawa kag mga ungà,
Titus	2	5	kag kung pauno magkabuhì ning tamà, pauno maging malimpyo ang tagipusuon, mahugod sa bayay, mabuot sa isigkatawo kag masinundanon sa inda asawa. Kung ipangabuhì ninda ini nga mga batasan, wayà ning malain nga maihambay kontra sa hambay ng Dios nga aton ginatudlò.
Titus	2	6	Laygayan mo da ang mga batà nga lyaki, tudluan mo kung pauno magkabuhì ning tamà.
Titus	2	7	Ikaw, maging maayo ka nga ihimplo sa inda, parti sa tanan nga imo ginahuman. Kahinangyan ginakabuhì mo ang imo ginatudlò kag ginataw-an mo ini ning importansya.
Titus	2	8	Siguraduhon mo gid nga tamà permi ang imo ginatudlò kag wayà ning salà nga makikità sa aton agud mapahuyà ang mga nagakontra kay wayà gid sinda ning maihambay nga malain sa aton.
Titus	2	9	Ang mga ulipon naman hay dapat gid magsunod sa tanan nga ginasugò ng inda amo agud malipay sinda. Kag indì sinda dapat magsinabat,
Titus	2	10	indì sinda dapat magpangupit, kundì ipakità ninda nga sinda hay mapipiyahan kag maayo, para makità ng mga tawo nga kaayo ang aton ginatudlò parti sa Dios nga aton Manluluwas.
Titus	2	11	Kay gingpakità ng Dios sa tanan nga tawo ang iya pagpakamaayo nga nagatao ning kaluwasan.
Titus	2	12	Kag gingtudluan kita nga magtalikod sa malain kag sa kalibutanon nga hilig. Kahinangyan nga antigo kita magkabuhì ning tamà sa ini nga kalibutan, matarong kag nagasunod sa kabubut-on ng Dios.
Titus	2	13	Imaw ini ang aton humanon, mintras ginahuyat naton ang malipayon nga adlaw nga aton ginalauman. Adto hay ang pagbalik ng aton Manluluwas nga si Hesu-Kristo, ang mahimayaon kag makagagahom nga Dios.
Titus	2	14	Gingtao niya ang iya kabuhì para sa aton, agud makaluwas kita sa tanan nga gahom ng kasal-anan kag malimpyo kita para maging kaugalingon niya nga mga tawo, nga ang gusto gid hay maghuman ning maayo.
Titus	2	15	Ini nga mga butang hay itudlò mo sa mga nagatuo, pakusuga ang inda buot, sabyawa kung kahinangyan kay igwa ka ning otoridad. Ayaw magpadaog-daog sa iban nga mga tawo.
Titus	3	1	Tito, ipadumdom mo sa mga nagatuo nga kahinangyan magpasakop kag magsunod sinda sa gobyerno kag mga pinunò. Kag dapat sinda maging alisto sa paghuman ning bisan ano nga maayo.
Titus	3	2	Dapat indì sinda magpang-insulto sa inda isigkatawo o magpang-away, kundì kahinangyan nga mabuot sinda kag maluluy-on sa tanan nga tawo.
Titus	3	3	Nang una, wayà kita makasayod sa kamatuuran kag wayà nagasunod sa Dios. Nganì gingpatayang kita ng mga tawo kag ging-ulipon ng aton malain nga mga hilig ng lawas kag ng kalibutanon nga kalipay. Nagkabuhì kita nga may malain nga panghunahunà kag pagkaili sa isigkatawo. Nahangit sinda sa aton kag nahangit da kita sa inda.
Titus	3	4	Pero nang gingpakità ng Dios nga aton Manluluwas ang iya kaayo kag paghigugmà,
Titus	3	5	gingluwas niya kita bukon paagi sa aton mga hinimuan nga matarong, kundì sa iya kaluoy. Kita hay naluwas paagi sa paglimpyo ng Espiritu Santo nga kung sa diin natawo kita liwat kag gingtaw-an ning bag-o nga kabuhì.
Titus	3	6	Abunda nga gingbubò ng Dios ang Espiritu Santo sa aton paagi kay Hesu-Kristo nga aton Manluluwas,
Titus	3	7	para kabigon kita nga matarong sa panirò ng Dios paagi sa iya pagpakamaayo. Nganì may paglaom kita nga maging miyugpanublì ng kabuhì nga wayà katapusan.
Titus	3	8	Ini nga hambayanon hay matuod. Gusto ko nga ihambay mo gid permi ini sa mga nagatuo sa Dios agud sinda hay makapaino-ino kung pauno ang paghuman ning maayo. Ini hay kaayo gid kag makakabulig sa kada isa.
Titus	3	9	Tito, likawi ang binuang nga mga diskusyon kag listahan ng mga kalulo-lulohan, mga pagdibati kag pag-inaway tungod sa kasuguan. Indì ini makakabulig sa aton pagtuo kag wayà ning puyos.
Titus	3	10	Kung may tawo dirà nga imaw ang ginahalinan ng pagkabuyag-buyag ng mga nagatuo, kahinangyan sabyawon mo siya ning isa hasta sa duha ka beses. Kag kung indì siya magpati, ayaw na magpakigkaibahan sa iya,
Titus	3	11	kay sayod mo inà nga tawo hay malain na ang batasan kag nagapinakasalà gihapon. Siya hay nahusgahan na paagi sa iya malain nga ginahuman.
Titus	3	12	Pakaraon ko dirà si Artemas o si Tykicus sa imo. Kung ang isa sa inda hay mag-abot dirà, tinguhaon mo nga magpakigkità sa akon sa Nicopolis, kay nakadesisyon na ako nga didto magtinir hasta nga matapos ang tiglalamig.
Titus	3	13	Buligan mo gid sina Apolos kag Zenas nga miyugtudlò ng Kasuguan sa inda pagbyahe agud indì sinda magkuyang sa tanan ninda nga kahinangyan.
Titus	3	14	Tudlui ang aton mga kaibahanan nga gamiton ang inda oras sa paghuman ning maayo para makabulig sinda sa mga tawo nga nagakahinangyan, agud ang inda pagkabuhì hay may puyos.
Titus	3	15	Nagapangamusta sa imo ang tanan ko nga mga kaibahanan diri. Kamusta sa mga kauturan kay Kristo dirà nga nagahigugmà sa amon. Kabay pa nga ang grasya ng Dios yarà sa indo tanan.
Romans	1	1	Ako si Pablo nga ulipon ni Kristo* Hesus. Gingpilì ako ng Dios nga maging apostol* kag ginglain para magpasayod ng Maayong Balità* halin sa Dios.
Romans	1	2	Ining Maayong Balità hay gingpangakò ng Dios nang una kag gingpasulat sa iya mga propeta* sa Balaan nga Kasulatan.
Romans	1	3-4	Ini hay parti sa iya Ungà, nga si Hesu-Kristo nga aton Ginoo nga inapo ni Haring David sa iya pagkatawo; pero sunò sa balaan nga kinaugalì ng Dios, gingpakità ng Dios nga siya hay iya Ungà sa makagagahom nga paagi nang gingbanhaw siya ng Dios.
Romans	1	5	Paagi kay Kristo nabaton namon ang pribilihiyo kag otoridad nga maging apostoles agud makumbinsi ang mga tawo sa tanan nga nasyon nga magtuo kag magsunod sa iya. Ginahuman namon ini, bilang pagserbisyo kay Kristo agud dayawon siya.
Romans	1	6	Kamo nga mga nagatuo dirà sa Roma hay kaibahan da sa mga tawo nga gingpilì ng Dios agud magpakig-isa kay Hesu-Kristo.
Romans	1	7	Ginasulat ko ini para sa indo dirà sa Roma, nga ginahigugmà ng Dios kag gingpilì nga maging iya mga balaan nga tawo. Kabay pa nga mabaton nindo ang grasya* kag katawhayan* halin sa Dios nga aton Amay kag kay Ginoong Hesu-Kristo.
Romans	1	8	Una sa tanan nagapasalamat ako sa aton Dios paagi kay Hesu-Kristo para sa indo tanan, kay ang indo pagtuo hay nababatian sa bilog nga kalibutan.
Romans	1	9	Padayon ako nga nagapangamuyò para sa indo kag sayod ini ng Dios nga ginaserbisyuhan sa bilog ko nga tagipusuon sa pagpasayod ng Maayong Balità parti sa iya Ungà.
Romans	1	10	Permi ko ginapangamuyò sa Dios nga kung ini hay kabubut-on niya, tugutan niya ako para makakarà dirà sa indo.
Romans	1	11	Dakò gid ang akon handom nga makità kamo, agud mataw-an ko kamo ng mga pagpanudlò nga gingpasayod ng Espiritu ng Dios sa akon para mapalig-on ang indo pagtuo.
Romans	1	12	Ang gusto ko hambayon, magbinuligan kita mintras yarà ako sa indo para mapalig-on ang indo pagtuo kag mapakusog da nindo ang akon pagtuo.
Romans	1	13	Mga kauturan kay Kristo, gusto ko nga masayuran nindo nga pila na gid ako ka beses nagplano nga magkarà dirà sa indo, pero may nagaharang sa akon hasta arinyan. Gusto ko nga makakarà dirà, agud makabulig ako sa pila ka mga tawo nga magtuo kay Kristo, pareho ng nahuman ko sa iban nga mga bukon Judio nga akon gingkadtuan.
Romans	1	14	Kay may obligasyon ako nga magwali sa tanan nga tawo: sa mga nagaistar sa syudad kag mga nagaistar sa kabukiran; sa mga mataas ang tinun-an kag sa bukon.
Romans	1	15	Nganì dakò gid ang akon handom nga makapasayod da ng Maayong Balità dirà sa indo sa Roma.
Romans	1	16	Wayà ko ginakahuyà ining Maayong Balità. Kay paagi diri, ginapakità ng Dios ang iya gahom para maluwas ang kada isa nga magtuo, una sa mga Judio kag imaw da sa mga bukon Judio.
Romans	1	17	Kay ginapasayod sa Maayong Balità nga kabigon nga matarong ng Dios ang mga tawo paagi lang gid sa pagtuo. Sunò sa Kasulatan, “Ang tawo nga gingkabig nga matarong ng Dios tungod sa iya pagtuo hay magakaigwa kabuhì nga wayà katapusan.”
Romans	1	18	Pero ginapasayod ng Dios halin sa langit ang iya parusa kontra sa tanan nga kasal-anan kag kalainan nga ginahuman ng mga tawo. Ining inda ginahuman imaw ang nagapugong sa inda para masayuran ang kamatuuran.
Romans	1	19	Parusahan sinda ng Dios kay masasayuran na kuntà ninda ang parti sa Dios tungod ang Dios imaw ang nagpasayod sa inda.
Romans	1	20	Tunà pa nang gingtuga ang kalibutan, ang iya wayà katapusan nga gahom kag kinaugalì hay indì ta makità, pero paagi sa mga butang nga iya gingtuga, ini tanan hay nasayuran na naton. Nganì wayà na sinda ning may ibalibad pa nga wayà sinda nakasayod parti sa Dios.
Romans	1	21	Aber nasayuran ninda nga may Dios, wayà sinda nagadayaw kag nagapasalamat sa iya. Kundì, naging wayà puyos ang inda panghunahunà kag naduyman ang inda mga isip nga indì makaintindi ng kamatuuran.
Romans	1	22	Nagahambay sinda nga mayad sinda, pero nagapakità lang nga sinda hay mga buang-buang.
Romans	1	23	Kay wayà sinda nagasamba sa Dios nga wayà kamatayon, kundì ang inda ginasamba hay ang mga dios-diosan nga inda ginghuman, pareho ng mga tawo nga may kamatayon, mga sapat nga nagalupad, nagapanaw kag nagakamang.
Romans	1	24	Nganì gingpabay-an na sinda ng Dios sa paghuman ng malaw-ay nga mga handom ng inda tagipusuon kag ang resulta, makahuhuyà ang ginahuman ng isa kag isa sa inda mga lawas.
Romans	1	25	Ginabayluhan ninda ng pinusong ang kamatuuran parti sa Dios. Ginasamba ninda kag ginaserbisyuhan ang mga gingtuga ng Dios kag bukon ang Nagtuga nga siya ang dapat dayawon sa wayà katapusan. Kabay pa!
Romans	1	26	Tungod diri, gingpabay-an na sinda ng Dios nga maghuman ning makahuhuyà nga butang nga inda ginahandom. Nagaubay ang mga babayi sa inda kapareho nga babayi imbis sa lyaki nga imaw ang natural.
Romans	1	27	Imaw da ang mga lyaki, indì na sinda mag-ubay sa babayi, nga imaw ang natural. Ang ginahandom ng inda lawas hay sa inda kapareho nga lyaki. Makahuhuyà ang inda ginahuman sa lawas ng inda kapareho nga lyaki. Kag tungod sa ini nga malain nga ginahuman, paparusahan sinda ng Dios ng parusa nga angay gid sa inda ginahuman nga bukon tamà.
Romans	1	28	Tungod ginghungod ninda nga indì pagkilay-on ang Dios, gingpabay-an na niya sinda sa inda malain nga hunahunà. Nganì ginahuman ninda ang mga butang nga indì dapat humanon.
Romans	1	29	Naging ulipon sinda ng tanan nga malain, malaw-ay, kahakog, kalain kag kaili. Yarà sa inda ang pagpamatay, pag-inaway, pagdinayà kag ang paghunahunà ng malain nga humanon sa inda isigkatawo. Nagapinangtsismis sinda
Romans	1	30	kag nagapinanglibak. Hangit sinda sa Dios, wayà nagatahod sa inda isigkatawo, nagapinahambog, nagapinahadak kag nagapinangità paagi para maghuman ning malain. Wayà sinda nagatuman sa inda mga ginikanan,
Romans	1	31	nagahinunahunà ning wayà kapuyos-puyos, indì masaligan, wayà paghigugmà kag wayà kaluoy sa inda isigkatawo.
Romans	1	32	Nasayuran ninda nga naghambay ang Dios nga ang mga tawo nga nagahuman ini nga mga salà hay angay parusahan hasta sa wayà katapusan, pero nagapadayon gihapon sinda. Kag bukon lang inà, kundì nalilipay pa gid sinda sa mga tawo nga nagahuman ng pareho sa inda ginahuman.
Romans	10	1	Mga kauturan, dakò gid ang akon handom nga maluwas ang akon mga kapareho nga Judio kag ini hay ginapangamuyò ko sa Dios.
Romans	10	2	Makapamatuod ako nga mahugod sinda sa pagserbisyo sa Dios, pero bukon sunò sa kamatuuran.
Romans	10	3	Kay wayà sinda kasayod ng paagi ng Dios kung pauno niya kabigon nga matarong ang tawo. Ang inda ginahuman, nagatinguhà sinda sa inda kaugalingon nga paagi kag wayà ninda ginasunod ang paagi ng Dios.
Romans	10	4	Wayà sinda makaintindi nga paagi kay Kristo, ang tanan nga Kasuguan hay natuman na. Kay ang bisan sin-o nga nagatuo sa iya hay imaw lang ang ginakabig nga matarong.
Romans	10	5	Imaw ini ang gingsulat ni Moises parti sa kung pauno ginakabig nga matarong paagi sa pagtuman ng Kasuguan: “Ang tawo nga nagatuman sa Kasuguan, imaw ang makakabaton ng kabuhì nga wayà katapusan.”
Romans	10	6	Pero imaw ini ang ginahambay ng Kasulatan parti sa kung pauno ginakabig nga matarong ang tawo paagi sa pagtuo, “Indì ka maghambay sa imo kaugalingon, ‘Sin-o ba ang mapalangit?’ ” (gusto hambayon, agud ibabà si Kristo paidayom).
Romans	10	7	“Indì ka da maghambay, ‘Sin-o ang manaog sa idayom ng dutà?’ ” (gusto hambayon, agud buy-on si Kristo halin sa mga patay).
Romans	10	8	Kundì tiyad ini ang ginahambay ng Kasulatan, “Yarà sa imo ang hambay, yarà sa imo mismo bàbà kag tagipusuon.” Kag ining hambay ng Dios wayà ning iban kundì ang parti sa pagtuo nga amon ginawali:
Romans	10	9	kung akuon mo nga si Hesus imaw ang Ginoo kag nagatuo ka sa imo tagipusuon nga gingbanhaw siya ng Dios halin sa kamatayon, maluwas ka.
Romans	10	10	Kay ang tawo hay kabigon nga matarong ng Dios kung nagatuo siya ning hugot sa iya tagipusuon. Kag kung ginaakò niya nga nagatuo siya, maluwas siya.
Romans	10	11	Kay ginahambay ng Kasulatan, “Ang nagatuo sa iya indì gid mapahuyà.”
Romans	10	12	Kag ini nga pangakò hay para sa tanan nga tawo, Judio man o bukon, kay ang Ginoo hay Ginoo ng tanan kag nagatao siya ng abunda nga mga pagpakamaayo sa tanan nga nagatawag sa iya.
Romans	10	13	Kay ginahambay ng Kasulatan, “Ang aber sin-o nga nagatawag sa Ginoo hay maluwas.”
Romans	10	14	Pero pauno sinda makatawag sa iya kung indì sinda magtuo? Kag pauno sinda makatuo sa iya kung wayà ninda mabatii ang parti sa iya? Kag pauno sinda makabatì kung wayà may magbalità sa inda?
Romans	10	15	Kag pauno sinda makapanaw kag makabalità kung wayà sinda pagsugua? Sunò sa Kasulatan, “Mauno kaayo nga siruon ang nagaabot nga mga mensahero nga nagapasayod ng Maayong Balità.”
Romans	10	16	Pero bukon tanan hay nagbaton ng Maayong Balità. Pareho ng ginghambay ni Isaias, “Ginoo, sin-o ba ang nagpati sa amon mensahe?”
